rok;miesiac;dzien;zmienna;kaliski miasto Kalisz (WP);kamiennogórski miasto Kamienna Góra (DŒ);kamieñski miasto Kamieñ Pomorski (ZP);kartuski miasto Kartuzy (PM);kazimierski miasto Kazimierza Wielka (ŒK);kêdzierzyñsko-kozielski miasto Kêdzierzyn-KoŸle (OP);kêpiñski miasto Kêpno (WP);kêtrzyñski miasto Kêtrzyn (WM);kielecki miasto Kielce (ŒK);kluczborski miasto Kluczbork (OP);k³obucki miasto K³obuck (ŒL);k³odzki miasto K³odzko (DŒ);kolbuszowski miasto Kolbuszowa (PK);kolneñski miasto Kolno (PL);kolski miasto Ko³o (WP);ko³obrzeski miasto Ko³obrzeg (ZP);konecki miasto Koñskie (ŒK);koniñski miasto Konin (WP);koszaliñski miasto Koszalin (ZP);koœciañski miasto Koœcian (WP);koœcierski miasto Koœcierzyna (PM);kozienicki miasto Kozienice (MZ);krakowski miasto Kraków (MP);krapkowicki miasto Krapkowice (OP);krasnostawski miasto Krasnystaw (LB);kraœnicki miasto Kraœnik (LB);kroœnieñski miasto Krosno (PK);kroœnieñski miasto Krosno Odrzañskie (LS);krotoszyñski miasto Krotoszyn (WP);kutnowski miasto Kutno (£D);kwidzyñski miasto Kwidzyn (PM)
2008;7;9;Zamówienia pó³produktów w kg;6439.704376305687;1759.6566122955471;7746.791716652068;5685.351342059228;3545.5396546892935;624.6461554272098;9304.538203744853;9365.01882592137;2020.998306414309;589.6673219252557;8054.707024583072;6896.712999792169;9676.985817280814;1741.239070870072;1911.2156453392304;1831.346793563824;269.5343895600844;1271.4155714830333;5723.091573254367;1565.001872498477;1549.850884074323;8726.083350580599;4859.801369249969;4116.6558369552495;4784.174626190372;8303.28452291195;7120.793053606778;8933.630389729666;8146.098171710111;1260.9571885736902;6236.158815272822
2009;6;10;Zamówienia pó³produktów w kg;7503.902177373126;9268.186966936924;9626.594795856083;3148.156309521849;2496.3930731785667;1582.5735021275068;8501.977393167912;1274.9457522035257;173.76687274135995;1064.1717115143513;5056.934682250852;1774.6977736770941;8861.340052734644;1232.9265108487352;1355.2637390812572;3708.8040500084085;5053.216971763641;2753.624652676621;9507.383633487594;9899.5405310733;6730.635270007513;6199.394451698873;771.0238784333545;9634.882623424768;6068.861174532999;5305.516753495143;1334.9242609321066;1610.4890112378057;4200.180172020545;9711.658474907952;4743.135974758342
2009;11;14;Koszty w z³;7906.228239405513;9355.547921575017;508.7545949138561;3787.16564533698;8234.495397896822;6436.610650103508;6044.166852771325;7950.140366865519;4699.620752965794;3710.2113527723013;931.3490813459235;9670.309407854766;7788.281760297692;9937.086865569172;4997.532663885377;1798.6800518403634;1833.2904551548756;3570.6658728135944;2431.84512954429;2320.913526423258;6797.260969864434;3110.733376017305;6179.2658141660695;1127.6211764162158;2987.503653630239;9166.167511851603;7006.68146747949;7926.256911024006;8123.83062877965;7035.643444942433;2956.6772214772573
2009;2;30;Koszty w z³;5301.095369785812;1616.973100928193;1555.7890698606348;8009.3095000685535;8636.196681990024;7599.209420589852;3121.4064586626732;208.84213861056543;673.4095372579785;7375.011482897024;233.86662087651834;9529.249559678801;2233.017496227495;5217.411661898483;9263.192319548281;3179.425333856587;1245.6367899801958;8790.879156429153;2085.3637977460394;787.57473935546;2619.6111877701555;135.22449670811397;7557.518265328964;183.57219468348453;7599.422879465553;203.09140217232846;3312.563962911985;4420.000007507311;4205.996913110132;6649.8328888518845;5152.5662966018535
2008;6;19;Zamówienia pó³produktów w kg;1412.5365986282168;3411.492177028409;8782.200116576127;851.3556338487938;4261.722125905927;9028.001371174847;8535.886932984338;7087.220897392894;5279.809228993227;7188.100508968481;186.0208365498861;3778.9984079626347;876.8358513560703;577.2540467837839;3197.8866315259847;6810.016751078303;9339.022468289973;1808.4176788850925;3545.8707523642483;2160.863532654883;8832.197069640091;4427.050711249029;8948.872340884913;152.12807933189686;1185.1846448298597;7516.2985682565495;8554.040254302687;4481.312770595481;2132.17332694556;3480.283202359293;2283.9894959030726
2006;11;7;Koszty w z³;3619.993017516534;7570.40389812684;4840.514948506371;2345.3935352119693;6880.204205020075;1017.0667172303249;8417.009043799362;6530.76605666827;5614.335000332394;2653.436879655152;4360.649147908501;3594.8032546758955;3499.325574819301;4805.98418465156;5618.394878839717;8111.380672122934;699.6060578763885;9097.318290254274;3704.9058526014524;4900.841567551141;3258.0325472964923;2669.3272715601024;7742.628696048128;232.52162084619442;2200.5426056804367;1460.8080397549616;3720.5102348807172;5675.789799068918;935.1522100896392;7911.717356718391;701.3857877216667
2007;4;20;Sprzeda¿ w z³;6763.0082363691645;2416.4332689159774;4971.471811514807;2790.5509282541398;9208.540170492513;8850.867250443698;3847.473417476971;5318.165785945237;1589.1119484078852;9877.492164231428;550.3326789244201;2414.290652530194;658.7535816279654;6330.964662767624;2811.6674349924774;2480.0350932093406;4711.336858392672;6532.403945825475;9686.88457512079;1560.8690007117243;7602.360473910856;1222.9011019132151;1234.6627220661321;6041.902762711555;3543.6030810517404;8188.125076300205;4965.548019536515;5030.7527905549905;9314.0150365636;1159.2892966527645;8793.854624615355
2010;7;12;Koszty w z³;7089.794649407048;9167.050465585844;9477.178041161296;7139.0761578532565;4658.35192643685;5639.957468367997;599.9634073459248;6459.0254380277165;1418.4978690978655;7126.832909499304;3039.5521305064312;987.577247525605;7279.065598096882;6471.37257418155;5712.599883105122;1204.642272190548;4316.870869293182;8861.795179899487;5826.791280974083;7537.70832005055;2225.102149873904;6160.286921132534;6225.347571027479;7848.7327926614425;258.794510361513;5970.576808296004;9849.50057289651;4304.705706211302;6657.92427719284;8555.519743701294;4472.317274084658
2007;1;10;Koszty w z³;8743.852367847796;6249.205770433217;8534.614846107843;4278.987688045291;247.99874391661868;4697.312090762927;1869.406206019587;9148.954086267197;9636.784719882535;1194.3473364583879;1856.0670630896025;3106.4117585910576;946.4555861728907;8644.237050804522;4737.836134163792;1190.5606023474913;8221.785020406556;4144.904788654296;7571.979183543437;7725.6292208662935;9856.014435634068;6799.273407576078;1421.508688248795;4127.952325453942;1324.1260610414097;3764.9525247784077;649.1310992856203;9151.104400008599;5342.960553648481;8842.235813631203;6804.93894533982
2007;0;12;Sprzeda¿ w z³;9744.474254337358;643.6436963795977;8514.17550444236;4613.504729601296;8924.593025235767;3804.2229073453627;1763.5892237561422;5812.369871004264;8467.036379602569;2122.061804433849;1576.7103024827854;2278.4720014803593;5255.393650986713;7714.758322260913;6844.253824495245;5422.965239607293;2294.36319227229;3406.4691084263777;4104.292430820427;7002.003348765686;6369.71008218549;5887.021806084939;950.8333754044496;2348.241844160208;4372.591626752483;9415.965824957237;1704.938763627849;3283.7812312243796;672.5911168525189;4333.34269914313;2991.5198488697692
2006;6;11;Zamówienia pó³produktów w kg;6041.902398049865;8392.03942567531;5030.420829421015;6903.808705893178;8213.018118211718;1130.950878804372;1943.097928822909;7579.043558740739;9875.424493184544;2036.121385499785;4169.139055571151;8169.843212583106;5589.151581724922;6232.021374150145;3169.057169481534;4163.55282606605;9376.473202225683;8591.4915881353;1277.399613429513;4156.396216506525;320.87227909344927;1858.7947807236637;1506.087944894333;2631.527492715813;7954.838416546432;1999.0073202437475;5552.267133244328;7750.447399981754;8254.665377353682;1213.5155762689699;1966.533095731755
2007;1;22;Produkcja w szt.;8136.769537463002;3701.780036918956;9802.926642033126;400.54016384357016;373.350912458883;2618.888816029089;1443.2737741373835;7362.959816895951;2262.554426771095;7977.863483580389;1771.0317015621135;6778.837709906208;4501.605085171525;4868.896125628924;5688.506528112751;8473.98519780332;7720.779473444188;9946.122583659087;3956.908078411421;920.2067417273896;4258.407202164709;6181.84722873418;2581.8104031691314;7863.633154534548;2044.9915308115728;8418.927723578654;9291.403694619781;7240.014329127081;3232.247230067785;4136.905337307938;4650.565993344393
2007;4;31;Koszty w z³;8094.567541523935;5789.5855196665925;4367.817762719297;6661.484663451798;8650.610363185546;6651.198160218991;6837.3231895925865;3892.2471138807746;5500.883686817155;7269.3038962912715;1064.093484832128;8213.902817865179;7927.059494123976;8956.586386445966;8931.065509940656;839.3076989172854;7347.678808415085;5807.945887240114;9800.112586191179;5811.266280697942;802.2955077039861;1820.6162769666269;2496.3312788883586;1.3372068201300547;4643.989913487842;3315.8028897099766;5851.677734234702;3778.967042273652;4656.374112305247;2636.272129538789;9653.966253260855
2010;7;13;Sprzeda¿ w z³;1400.8904829488667;3051.358361882438;7300.223959108783;4347.83718068855;6542.001366411755;7015.0630774149;4216.175259489402;9648.979752254048;5749.270531763728;1802.0727956883698;6885.872208403078;6349.595967728019;8095.083474934973;6587.553014597156;8800.58308660274;407.95608635323055;7236.236889752101;8765.840342572616;7521.3424799506565;1657.3475976147213;8419.95662108782;4361.460042973607;4418.069016446454;7933.5108595887095;2472.613461000608;7331.488528011022;9840.633831304354;5342.715828172413;4599.811486772285;1176.3138542824158;168.71221650642588
2005;10;27;Produkcja w szt.;2333.64693378622;5120.750864683441;7789.442115954529;9431.67505244167;5342.3706644926315;4203.9842032109345;282.32023821457955;499.04102899646864;4624.531769955926;5727.929872522184;6684.950166390782;3584.658533759031;3275.7587473870344;7702.386157690441;2204.4690503812913;226.73670831917292;2246.067607404756;7015.7400936357935;1512.0207795579443;6413.708479683695;3797.2167557226344;156.81157320954543;4337.14637418385;8507.87919992227;9900.102070819188;9149.952174803539;4376.3918539193;1561.4327298622777;6268.3014515362875;7825.767101947127;2646.8117522859393
2009;10;12;Koszty w z³;9521.956582309891;6916.243413652976;6156.517351322741;403.76053541276156;9217.870646035793;8193.600261738355;6723.868261303983;4845.551510329218;4970.52359125242;7995.56396778629;1588.265833503769;7005.4721585778025;8759.05717341107;4996.813087380871;7224.609387519553;8853.153005482227;3564.272785279099;7588.8317106143795;6156.544558058642;2246.800965347602;3371.8739107316533;6893.770233910865;8269.123980700198;1547.8369796810177;557.498889169532;2254.1673854866885;295.0364984723963;8801.270839495019;960.2488101266981;6558.460571243564;7672.713531584474
2008;7;20;Zamówienia pó³produktów w kg;3910.181384537195;6915.0297736996245;4720.9773220820425;4824.342787841416;7433.5764655028015;8730.693868100834;8607.762126433403;8418.83416557158;7294.537518167859;2165.6471116909483;4237.585033280738;5401.160257345516;5090.314220563478;4361.030732841663;6849.424062799025;178.77334912239084;2137.754816880849;4777.901168060492;1191.724622667445;7916.740153079;1665.9420225373867;446.7293737808842;8310.07132908383;5559.52919416696;8757.327454006916;966.5115666805268;5052.995058054856;6679.714165924432;9014.233219535212;6605.848424313542;324.53810141457205
2008;1;23;Produkcja w szt.;8391.225496072004;4940.890586832398;2882.5988203301345;7389.357495123502;2913.5762657527453;8574.3240530433;2712.0629015928275;2674.373123448599;2333.5043023855974;2495.296947819522;9499.222628887264;3146.76098819053;1633.6166422987696;2880.3320942344326;7627.388368794833;5973.260031873017;1222.0042659100106;3394.6435647854278;9134.246058521503;7992.387453458062;6777.132924366098;1202.0001777309096;4374.185182886553;194.3662979846117;2628.625382096892;6122.983043010606;3149.6535390107115;2156.849943927963;7337.568677843403;1529.5885896268535;3202.7134550152705
2008;1;16;Sprzeda¿ w z³;9563.709974075631;5415.288274928282;7284.403917713836;6129.409519322564;3437.5336779789823;3625.4653263439372;754.2109022012299;6833.14398162008;6809.346721136942;4761.2553953705565;1299.7109460940326;8204.151558687849;433.66859023229233;14.598317456325782;4347.74682340448;2813.20451552309;1388.1920423572558;7830.911025588824;5433.358056613479;8510.582400005449;4663.647648811725;7770.578467039404;2944.549533999551;107.69526949743535;6566.114486472411;4545.698801258798;7926.242676282121;3781.7240368288253;4958.9424966150455;9615.205363735718;6952.0154323218285
2007;0;5;Produkcja w szt.;2708.9240817346936;2181.423401879049;1357.6923406795083;6130.0635778004635;6484.963455172636;6330.588597041845;9862.796288879163;118.2998720502404;8093.063764051145;2766.408251299991;9911.398639542504;6544.470343754013;1433.9721183395493;7112.303123138679;7636.451901886063;3364.668892733851;2328.6838672372432;8057.735615288737;8744.775515193844;3182.109700602569;1936.4626541968944;757.329599459663;6549.166366752407;3198.548885571446;6667.659418002983;8868.421668344863;1415.5053474400513;6127.896877144939;2334.5544705553466;921.9263208262007;8494.06082038249
2009;6;31;Zamówienia pó³produktów w kg;2154.8014626060153;460.9838659629939;7690.911656663098;5431.011268721273;8175.546817063368;1745.1378351305168;4973.761683607046;4423.319786851799;9091.198743964229;5451.122268560988;3108.1460334349877;6381.764217362679;1311.3312965388257;6347.648566741489;2044.5884430890515;6798.139624533469;6442.689552546229;5816.637940234727;1933.5677782985738;3633.473449194008;3530.725330719914;7420.2880001330195;6233.985773387089;3261.1886050510266;4463.296707703017;9637.033659958217;9923.650061276974;3279.01983533331;4602.268964914488;949.8130562803086;6601.139737485788
2007;1;10;Sprzeda¿ w z³;1967.669136585859;6228.532998056152;4868.2420246311995;6677.975011488949;2617.773361782678;2038.8941293565344;5317.946523887489;7875.688005809024;9659.906074630457;5320.80658566733;2053.025412140014;1570.1358789110543;2864.872046976832;3899.598268470195;4391.073075693724;1055.0620570166113;3383.511020842117;4783.251233113283;9028.646169437676;3131.396366196886;9311.705405112012;4277.962492009923;2385.2382976525464;4177.238997993573;6571.518057504607;5599.479530766671;9188.225127619588;8399.440302843332;3747.6875870854997;7504.686905392857;24.91194137226649
2010;11;24;Koszty w z³;3897.7129285506962;4014.3193376883123;936.1644451845364;5414.920704471654;5375.953744563774;4596.725913094967;7248.653300302976;471.8635627636791;4643.560330055774;6145.362563964444;6402.58203452241;5528.169053259352;4150.270508626123;9064.725240836193;3070.212443448492;4433.402421112937;8771.145203665154;7303.271927192422;2735.7434796127222;846.1589823054983;4034.267673087714;2046.5270574741855;5692.70660903648;8167.634521212327;965.4252150350095;9670.982954158355;6066.700551125079;2003.9714286209687;111.11547819851575;9930.78391332145;1203.1254688803251
2009;6;24;Produkcja w szt.;1243.9481327084245;6973.3638334954985;2557.0066746412667;6221.146216878035;4025.2469534137567;3996.39123794039;569.6811288476666;9263.531040282873;8814.701514093987;6373.661401507006;4875.3478135750465;7487.005880102507;2548.523868192085;6205.83281513008;9549.125573584966;589.511543205361;4330.922053125712;9218.268429048276;9889.025793478218;2883.234821202888;8804.754379755903;1934.4697656500798;8994.678121356026;9974.063289266018;6275.011781665313;5127.559238404855;5342.809242734968;1784.5485374439395;8280.496117665667;6720.281911872864;665.1952637431946
2010;7;20;Sprzeda¿ w z³;3321.823359212266;524.1955759890237;1538.6877276360756;5478.627060132235;272.63061763811436;5984.69412087952;9350.619785288905;4647.454322122947;1452.6464306044961;1028.1137785156648;4623.940392582547;1595.8044300345618;8510.793576438477;6539.615990722591;4104.334262877909;3702.9101630038717;312.6983407150452;3634.9042310847503;8989.27524446781;8517.36059832969;3054.689472834433;9339.246453536058;6400.823244578242;637.9501654618957;4600.597672094299;6036.803710139637;8717.853216393944;3976.31129838783;1274.0869803815801;4907.850135686108;645.9473053216481
2007;5;6;Koszty w z³;726.72774953222;3016.177674103455;5551.2875866678205;238.4429149129974;3761.6756861941903;5803.412941124684;4170.609529183867;5581.330384636013;3842.4539521706793;4353.340823900125;7648.0299205998335;4513.813761201306;9309.387050112093;2711.785841339243;4887.099138027501;8006.325885468709;559.7477382633853;5888.405458471504;9325.2915906814;1320.2627160495317;9012.701139183511;811.1180939873486;6856.492237243966;6815.499486821872;3514.864918505305;6518.704616820242;3493.4482752867357;3755.634563986585;5691.916976232725;5568.213111193818;471.9019315310369
2009;7;21;Sprzeda¿ w z³;2411.1111616325875;2224.374687226297;4102.971431800442;4517.755733021461;1537.341540387993;1269.3034255948278;3779.5552348222373;1927.7390187324218;3651.2919761661565;1900.9635537984493;710.3032134453646;2332.6049241924698;649.0256697749708;2154.496944695273;3492.6105630694583;1517.0580542062505;2334.2307185209443;3005.174021107727;3879.2610346337588;4436.45305302119;4446.061503545723;9443.23596764529;3111.901160536805;797.4115640188506;2876.566223543493;6792.0506300954385;1678.1358915580902;4596.500969228945;6126.344067335282;1908.5544386936183;366.091638767605
2006;7;31;Sprzeda¿ w z³;6214.6793551831215;4303.372536213707;1342.218209058742;6905.929475052063;6736.007603462311;4325.945893905643;7759.2721255571505;5861.648404716335;6625.820922839878;2579.558478146132;5699.411836219612;9785.66010374933;8295.21005246789;2271.094366535845;775.8526588675862;4365.258103814964;8575.757336138757;8448.95504746253;5444.001001061421;5645.428153656629;8935.910576839762;9013.444627330315;1055.2768121071333;7841.015960568292;4282.914694479196;6239.060353174264;4134.464676343485;6850.770848657776;7263.447408820753;2345.3682749841296;2138.4653945933305
2007;6;10;Sprzeda¿ w z³;5666.364862489502;1184.1111322693475;7151.737193623946;7685.866780622438;3567.178914950926;7333.373114076371;5042.646856365396;5752.220231861681;2663.9304506541084;6792.792102077972;8766.145165359081;1156.0932013241777;3566.8973276684646;8679.138603275505;479.26582349800185;5772.9860143011565;4149.19600670764;1852.101282789176;6337.0670720646;3928.264591568502;1234.4906193135096;4531.637502932749;3606.445786464526;2588.208012563228;6613.551532478115;305.10322489298744;6543.771749332244;7128.0000701961835;5617.512450685233;7729.05937203651;2081.5659763299354
2010;7;25;Zamówienia pó³produktów w kg;9696.43258956903;5804.4373889887665;1964.8072829633045;7698.659435502311;3648.150625290835;7494.433332347386;5627.146718641818;3045.019863960102;7169.756406231229;8365.606024202501;8411.919701148452;7657.522384780237;4565.885948960025;5642.922930299565;7195.440880805067;8369.864041856008;3796.2374781328867;9305.264007225433;9261.850291001023;8068.810673410767;166.52272161435832;7842.109241397653;8249.565027625531;2363.040197305304;3170.9370960494643;2815.51057533495;6180.9228442739395;7960.865405780906;7498.421955634457;9921.744222056432;7142.953021936336
2006;3;14;Sprzeda¿ w z³;4647.622927530661;2008.4465027171584;8483.945183014945;4700.382287450694;8368.28576720383;5440.91779097926;9672.381090043149;6175.3149931470925;2176.2326635725017;8052.878348546961;7239.957264007418;2274.499568261781;2976.5898916856904;4424.726785380441;4114.193483263501;1739.095368526553;7777.897610174173;7918.947198642807;1756.3878276036871;4950.655550502962;2952.6674342561023;6939.502976497081;3321.6002200504713;2162.0379546023773;1489.128472376199;7712.46434835203;5908.610670894268;6512.6412024183455;473.24041940316584;721.9666480175524;4260.999800300694
2006;11;5;Koszty w z³;2432.1584699646846;6559.235489345795;1373.3454329372596;3509.297641880504;1963.579794337016;8357.683992859304;5002.5204115786;7818.044100119933;6280.7471657590795;8136.710378063002;9636.111999402874;5251.343977071019;2691.581681908475;5807.224675377235;407.2177339116767;2540.6272560719003;4098.666676705786;2597.806081301874;6048.476046387359;423.19477041848575;8251.051115556722;1485.9170820942868;7454.69176936282;7415.362175727859;2543.738612678782;2211.30520105132;7770.472950758236;7740.082177694006;511.40745931829935;1415.1062871278552;2478.5262444592436
2009;3;4;Sprzeda¿ w z³;6451.943097065925;4622.006404401736;6404.150007953272;2958.886050223741;17.195678204779963;101.71302739103271;8343.73916224426;1757.1196261964494;7507.408632870053;9419.496734434728;6058.603502128879;6608.665879820568;6241.812301910071;2740.5408168834188;8118.870479224116;6505.897988944821;8734.489435220034;350.42314827462786;7128.909933642118;5971.39455100187;4616.757722996526;7682.426344009797;4386.536400561865;3713.680425536542;5063.302667442392;2833.1105369059574;5755.833622838701;5573.1389969748425;523.1425311165905;1461.468562876721;4793.936475836576
2007;1;7;Zamówienia pó³produktów w kg;9423.716300921978;5336.8470059969795;9444.291273281153;7764.13898339488;2327.027967587688;6479.047256408127;145.63488826245808;7855.636687510634;5053.478404673877;7616.939989407673;7308.315695361156;2508.239050529104;9546.869088429596;4987.300807473835;5929.879484658473;9927.740356329974;5962.241622854335;7605.315896177829;7012.073271438697;1527.3102307616216;3340.293528194487;3958.5533589446454;1372.9501366862062;561.6830407649464;4097.836452663915;8452.722567094435;1971.8231600259296;7506.086003837573;3244.024678869386;2037.017996632845;4821.83815799445
2007;10;15;Sprzeda¿ w z³;908.3335392592606;3269.5739285747227;8593.343411637627;6055.701607843209;6041.020011977894;7111.979075500898;6506.21125271953;7243.715205427218;999.9380508130207;448.9744526635653;2756.776803576195;1427.9638054192624;2775.1720953719982;8385.84679871803;5786.835734937738;289.4743217092477;4342.116653240479;9124.960639312732;3592.063204818764;9778.581428712509;658.3640495580701;2547.23138125334;5219.202448877809;7002.06765130756;4768.329252482526;5911.60164900062;1748.5858548087363;5516.304471898829;5898.239744900522;3879.861514782118;4313.562331347327
2009;9;5;Koszty w z³;2511.919024812257;101.37257174830494;5126.845205659676;2456.105314596754;984.7148437359222;6962.602215956408;113.61936441283693;1216.980758174292;9818.217063211345;7052.865771015332;6796.980029355095;8296.905747206214;1350.8610894705387;1847.2642490189417;4514.692750798378;2518.2368089152606;4096.016168713039;5875.760328750873;3633.5752742673676;6667.989768676759;4394.468742274582;4965.49520339354;701.2624213027574;1331.45783118082;2385.800915520394;4339.187746403562;53.86350215664804;3669.3474126876326;2444.232693819439;4510.593217436863;4588.5508738142335
